# device: DFS-X 100N 0000009261 3.07 (pre-tare, resting)
# horizon: fixed horizon, 25 s
t_s,force_N,latency_ms
16.189933,-0.1400,5.006
16.194959,-0.1400,5.042
16.200000,-0.1400,5.032
16.204967,-0.1400,4.894
16.209916,-0.1400,5.001
16.220904,-0.1400,16.971
16.231899,-0.1400,4.975
16.236892,-0.1400,5.008
16.241909,-0.1400,5.023
16.246887,-0.1400,4.929
16.251903,-0.1400,5.089
16.256929,-0.1400,4.948
16.261929,-0.1400,5.050
16.266954,-0.1400,4.993
16.272412,-0.1400,5.918
16.277883,-0.1400,5.018
16.282881,-0.1400,4.973
16.287884,-0.1400,5.027
16.292882,-0.1400,4.967
16.297878,-0.1400,5.014
16.302875,-0.1400,4.975
16.313878,-0.1600,17.030
16.324875,-0.1600,4.957
16.329877,-0.1600,5.041
16.334894,-0.1600,4.987
16.339871,-0.1600,4.963
16.344856,-0.1600,5.001
16.349865,-0.1400,5.013
16.354874,-0.1400,5.000
16.359858,-0.1400,4.963
16.364834,-0.1400,4.983
16.369823,-0.1400,4.991
16.374838,-0.1600,5.035
16.379860,-0.1600,5.006
16.384862,-0.1600,4.993
16.389855,-0.1600,4.990
16.394854,-0.1600,5.005
16.399857,-0.1600,4.998
16.411329,-0.1600,17.941
16.422815,-0.1800,5.025
16.427834,-0.1600,5.008
16.432819,-0.1600,4.959
16.437792,-0.1800,4.983
16.442783,-0.1600,4.995
16.447796,-0.1600,5.028
16.452808,-0.1600,4.991
16.457825,-0.1600,5.038
16.462853,-0.1800,5.016
16.467837,-0.1800,4.942
16.472784,-0.1800,4.949
16.477763,-0.1600,5.008
16.482777,-0.1800,5.013
16.487768,-0.1600,4.965
16.492762,-0.1600,5.018
16.504249,-0.1600,17.954
16.515747,-0.1800,5.034
16.520760,-0.1600,4.990
16.525752,-0.1600,4.990
16.530754,-0.1600,5.009
16.535759,-0.1800,4.996
16.540740,-0.1600,4.963
16.545714,-0.1800,4.981
16.550719,-0.1800,5.016
16.555736,-0.1800,5.013
16.560706,-0.1600,4.923
16.565702,-0.1600,5.064
16.570706,-0.1600,4.939
16.575682,-0.1600,5.007
16.580709,-0.1600,5.041
16.585703,-0.1600,4.942
16.597158,-0.1600,17.964
16.608656,-0.1800,5.026
16.613685,-0.1800,5.028
16.618728,-0.1600,5.050
16.623712,-0.1600,4.913
16.628685,-0.1600,5.030
16.633690,-0.1600,4.975
16.638676,-0.1600,4.994
16.643674,-0.1600,5.000
16.648675,-0.1600,4.995
16.653662,-0.1600,4.973
16.658661,-0.1600,5.021
16.663694,-0.1600,5.041
16.668705,-0.1600,4.974
16.673691,-0.1600,4.994
16.678684,-0.1600,4.990
16.689684,-0.1600,17.003
16.700644,-0.1600,4.909
16.706095,-0.1600,5.987
16.711602,-0.1600,5.021
16.716618,-0.1600,5.004
16.721608,-0.1600,4.968
16.726612,-0.1400,5.034
16.731612,-0.1400,4.961
16.736596,-0.1400,5.003
16.741651,-0.1400,5.054
16.746673,-0.1400,4.986
16.751645,-0.1400,4.951
16.756634,-0.1400,5.022
16.761616,-0.1200,4.940
16.766604,-0.1200,5.030
16.771615,-0.1200,4.988
16.782594,-0.1200,16.965
16.793592,-0.1200,5.028
16.798616,-0.1200,5.014
16.803599,-0.1200,4.947
16.808575,-0.1200,5.002
16.813602,-0.1200,5.048
16.818599,-0.1200,4.938
16.823591,-0.1000,5.044
16.828606,-0.1000,4.982
16.833593,-0.1200,4.987
16.838600,-0.1200,5.019
16.843609,-0.1200,4.995
16.848575,-0.1000,4.931
16.853568,-0.1000,5.052
16.858606,-0.1000,5.019
16.863581,-0.1000,4.894
16.868554,-0.1000,5.046
16.880063,-0.1000,17.969
16.891567,-0.1000,5.033
16.896565,-0.1000,4.961
16.901565,-0.1200,5.035
16.906591,-0.1200,5.015
16.911581,-0.1200,4.960
16.916563,-0.1400,5.000
16.921569,-0.1400,5.001
16.926555,-0.1400,4.967
16.931516,-0.1400,4.941
16.936522,-0.1400,5.064
16.941530,-0.1400,4.948
16.946517,-0.1400,5.018
16.951511,-0.1400,4.964
16.956495,-0.1400,5.002
16.961524,-0.1400,5.013
16.972510,-0.1400,16.956
16.983493,-0.1600,5.005
16.988525,-0.1400,5.016
16.993532,-0.1400,4.993
16.998528,-0.1600,4.993
17.003529,-0.1600,5.007
17.008542,-0.1600,5.015
17.013549,-0.1600,4.995
17.018523,-0.1600,4.949
17.024022,-0.1600,6.045
17.029525,-0.1600,4.957
17.034516,-0.1600,5.020
17.039520,-0.1600,4.985
17.044515,-0.1600,5.001
17.049502,-0.1600,4.968
17.054496,-0.1800,4.985
17.065488,-0.1800,16.994
17.076467,-0.1600,4.928
17.081412,-0.1600,4.956
17.086412,-0.1600,5.039
17.091442,-0.1600,5.018
17.096438,-0.1600,4.967
17.101406,-0.1400,4.964
17.106395,-0.1400,5.010
17.111911,-0.1400,6.021
17.117411,-0.1400,4.972
17.122398,-0.1600,4.999
17.127396,-0.1600,4.996
17.132385,-0.1400,4.975
17.137379,-0.1400,5.008
17.142374,-0.1400,4.976
17.147373,-0.1400,5.017
17.158378,-0.1400,16.989
17.169372,-0.1400,4.994
17.174384,-0.1400,5.025
17.179373,-0.1400,4.949
17.184351,-0.1400,5.001
17.189352,-0.1600,4.996
17.194346,-0.1400,4.989
17.199350,-0.1400,4.972
17.204358,-0.1200,5.041
17.209387,-0.1200,5.013
17.214390,-0.1200,4.988
17.219376,-0.1200,4.980
17.224363,-0.1200,4.988
17.229360,-0.1400,5.003
17.234354,-0.1200,4.974
17.239352,-0.1200,5.018
17.250846,-0.1200,17.964
17.262328,-0.1400,4.995
17.267307,-0.1400,4.956
17.272294,-0.1600,5.011
17.277304,-0.1400,5.003
17.282313,-0.1600,5.009
17.287330,-0.1600,5.021
17.292314,-0.1600,4.935
17.297292,-0.1600,5.017
17.302306,-0.1600,4.966
17.307298,-0.1600,4.975
17.312297,-0.1600,5.019
17.317303,-0.1600,4.988
17.322305,-0.1600,5.012
17.327297,-0.1600,4.939
17.332292,-0.1600,5.006
17.337295,-0.1600,4.997
17.348763,-0.1600,17.934
17.360243,-0.1600,5.021
17.365261,-0.1600,5.009
17.370264,-0.1600,4.993
17.375266,-0.1800,5.006
17.380267,-0.1800,4.994
17.385268,-0.1800,5.000
17.390266,-0.1800,4.994
17.395271,-0.1800,5.016
17.400247,-0.1800,4.929
17.405214,-0.1600,5.002
17.410228,-0.1600,5.020
17.415246,-0.1800,5.009
17.420241,-0.1800,4.978
17.425226,-0.1800,4.987
17.430219,-0.1800,4.996
17.441720,-0.1800,18.001
17.453238,-0.1600,5.030
17.458246,-0.1600,4.982
17.463245,-0.1800,5.016
17.468247,-0.1800,4.945
17.473221,-0.1800,5.000
17.478228,-0.1800,5.009
17.483212,-0.1800,4.955
17.488212,-0.1800,5.041
17.493236,-0.1600,5.003
17.498200,-0.1800,4.922
17.503185,-0.1600,5.043
17.508204,-0.1600,4.993
17.513255,-0.1800,5.105
17.518241,-0.1800,4.860
17.523173,-0.1800,4.997
17.534180,-0.1800,17.012
17.545184,-0.1800,4.990
17.550181,-0.1600,5.000
17.555653,-0.1800,5.939
17.561105,-0.1800,4.959
17.566109,-0.1800,5.003
17.571127,-0.1800,5.029
17.576134,-0.1800,4.980
17.581108,-0.1800,4.963
17.586120,-0.2000,5.057
17.591110,-0.1800,4.920
17.596090,-0.1800,5.034
17.601089,-0.1800,4.957
17.606074,-0.1800,5.009
17.611081,-0.1800,4.999
17.616094,-0.1800,5.022
17.627108,-0.1800,17.004
17.638094,-0.1800,4.961
17.643061,-0.1600,4.970
17.648067,-0.1600,5.034
17.653058,-0.1600,4.945
17.658563,-0.1600,6.060
17.664093,-0.1600,4.985
17.669074,-0.1600,4.975
17.676597,-0.1600,10.066
17.693990,-0.1600,24.709
17.710128,-0.1600,7.558
17.721220,-0.1600,14.617
17.731519,-0.1600,5.971
17.737006,-0.1600,4.996
17.742009,-0.1600,5.003
17.746989,-0.1600,4.948
17.751982,-0.1600,5.033
17.757023,-0.1600,5.038
17.762049,-0.1600,5.006
17.767029,-0.1600,4.949
17.771993,-0.1600,4.975
17.776986,-0.1600,5.007
17.781993,-0.1600,5.003
17.786986,-0.1600,4.977
17.791989,-0.1600,4.985
17.796972,-0.1600,4.971
17.801960,-0.1600,5.001
17.806951,-0.1400,4.977
17.817950,-0.1400,17.018
17.828976,-0.1400,5.025
17.833983,-0.1400,4.983
17.838947,-0.1400,4.942
17.843938,-0.1400,5.036
17.849459,-0.1600,6.002
17.854946,-0.1600,4.967
17.859945,-0.1600,5.028
17.864960,-0.1600,4.997
17.869949,-0.1400,4.979
17.874929,-0.1400,4.975
17.879904,-0.1600,4.971
17.884909,-0.1600,5.033
17.889933,-0.1600,5.010
17.894915,-0.1600,4.952
17.899922,-0.1600,5.054
17.910928,-0.1600,16.953
17.921941,-0.1400,5.030
17.926945,-0.1400,4.930
17.931893,-0.1400,4.960
17.936871,-0.1400,4.952
17.941913,-0.1600,5.128
17.946939,-0.1600,4.920
17.951923,-0.1600,5.010
17.956915,-0.1600,4.969
17.961887,-0.1600,4.972
17.966893,-0.1600,5.032
17.972396,-0.1600,5.971
17.977867,-0.1600,4.969
17.982868,-0.1600,5.028
17.987883,-0.1600,4.998
17.992869,-0.1600,4.971
18.003845,-0.1600,16.975
18.014868,-0.1600,5.027
18.019874,-0.1800,4.975
18.024842,-0.1600,4.957
18.029841,-0.1600,5.038
18.034860,-0.1600,4.993
18.039855,-0.1600,4.993
18.044860,-0.1600,5.012
18.049857,-0.1600,4.974
18.054837,-0.1600,4.977
18.059845,-0.1600,5.036
18.064851,-0.1600,4.970
18.069838,-0.1600,4.999
18.075315,-0.1600,5.952
18.080813,-0.1600,5.038
18.085833,-0.1600,5.001
18.096836,-0.1600,17.000
18.107831,-0.1600,4.986
18.112842,-0.1600,5.031
18.117843,-0.1600,4.967
18.122806,-0.1600,4.953
18.127790,-0.1600,5.008
18.132799,-0.1600,5.005
18.137795,-0.1600,4.966
18.142813,-0.1600,5.064
18.147809,-0.1600,4.923
18.152786,-0.1600,5.025
18.157791,-0.1600,4.982
18.162770,-0.1600,4.974
18.167772,-0.1600,5.023
18.172783,-0.1600,4.994
18.177780,-0.1600,4.995
18.189250,-0.1600,17.939
18.200738,-0.1600,5.031
18.205756,-0.1600,5.002
18.210769,-0.1600,5.020
18.215768,-0.1400,4.974
18.220750,-0.1400,4.986
18.225742,-0.1400,4.994
18.230762,-0.1400,5.011
18.235735,-0.1400,4.931
18.240700,-0.1600,4.994
18.245701,-0.1600,4.996
18.250704,-0.1600,5.005
18.255686,-0.1600,4.955
18.260709,-0.1600,5.084
18.265766,-0.1600,5.023
18.270819,-0.1600,5.076
18.282291,-0.1400,17.857
18.293705,-0.1400,4.938
18.298700,-0.1400,5.050
18.303715,-0.1400,4.975
18.308685,-0.1400,4.960
18.313678,-0.1400,5.019
18.318668,-0.1200,4.958
18.323663,-0.1200,5.026
18.328671,-0.1400,4.983
18.333651,-0.1400,4.973
18.338665,-0.1200,5.048
18.343680,-0.1400,4.979
18.348679,-0.1400,5.016
18.353680,-0.1400,4.980
18.358657,-0.1400,4.970
18.363648,-0.1400,5.005
18.368623,-0.1400,4.939
18.379605,-0.1400,17.019
18.390626,-0.1600,5.019
18.395631,-0.1600,4.987
18.401137,-0.1600,6.021
18.406651,-0.1600,5.003
18.411653,-0.1600,5.000
18.416647,-0.1600,4.982
18.421635,-0.1400,4.991
18.426621,-0.1400,4.966
18.431628,-0.1400,5.044
18.436647,-0.1400,4.990
18.441629,-0.1200,4.968
18.446620,-0.1400,5.010
18.451627,-0.1400,5.000
18.456605,-0.1400,4.952
18.461589,-0.1400,5.011
18.472619,-0.1400,17.045
18.483618,-0.1400,4.947
18.488603,-0.1400,5.020
18.493605,-0.1400,4.979
18.498599,-0.1600,5.005
18.503590,-0.1400,4.972
18.508569,-0.1600,4.981
18.513558,-0.1600,4.990
18.518597,-0.1600,5.080
18.523613,-0.1600,4.940
18.528595,-0.1600,5.021
18.533611,-0.1600,5.007
18.539070,-0.1600,5.903
18.544522,-0.1600,4.998
18.549551,-0.1400,5.015
18.554543,-0.1400,4.965
18.565544,-0.1400,17.030
18.576570,-0.1200,5.018
18.581571,-0.1200,4.979
18.586548,-0.1200,4.970
18.591517,-0.1200,4.961
18.596503,-0.1400,5.005
18.601537,-0.1200,5.019
18.606528,-0.1200,4.958
18.611504,-0.1200,4.991
18.616515,-0.1400,5.027
18.621530,-0.1400,4.997
18.626523,-0.1400,4.984
18.631536,-0.1400,5.035
18.636539,-0.1400,4.967
18.641513,-0.1400,4.979
18.646511,-0.1400,5.014
18.658007,-0.1400,17.971
18.669508,-0.1400,5.026
18.674523,-0.1400,4.999
18.679510,-0.1400,4.972
18.684513,-0.1400,5.027
18.689516,-0.1400,4.974
18.694486,-0.1200,4.961
18.699481,-0.1200,5.025
18.704478,-0.1200,4.966
18.709479,-0.1200,5.031
18.714488,-0.1200,4.982
18.719482,-0.1200,5.001
18.724515,-0.1200,5.060
18.729522,-0.1200,4.944
18.734517,-0.1200,5.041
18.739468,-0.1400,4.856
18.744409,-0.1400,5.012
18.755954,-0.1400,18.068
18.767011,-0.1400,4.041
18.771983,-0.1400,5.899
18.777414,-0.1400,4.961
18.782414,-0.1400,5.032
18.787435,-0.1400,5.008
18.792424,-0.1400,4.968
18.797420,-0.1400,5.019
18.802432,-0.1400,5.001
18.807433,-0.1400,4.999
18.812416,-0.1400,4.963
18.817400,-0.1400,4.999
18.822408,-0.1400,5.012
18.827397,-0.1400,4.963
18.832388,-0.1400,4.971
18.837370,-0.1200,4.990
18.848384,-0.1400,16.993
18.859394,-0.1400,5.023
18.864403,-0.1400,4.955
18.869380,-0.1400,4.995
18.874380,-0.1400,5.002
18.879378,-0.1400,4.990
18.884377,-0.1600,5.003
18.889383,-0.1600,5.005
18.894372,-0.1600,4.968
18.899359,-0.1600,5.002
18.904343,-0.1600,4.965
18.909347,-0.1600,5.039
18.914362,-0.1600,4.987
18.919839,-0.1600,5.963
18.925318,-0.1600,4.992
18.930331,-0.1400,5.025
18.941318,-0.1600,16.943
18.952323,-0.1400,5.060
18.957341,-0.1400,4.971
18.962325,-0.1600,4.995
18.967287,-0.1600,4.924
18.972261,-0.1600,5.020
18.977270,-0.1600,4.992
18.982273,-0.1600,5.009
18.987304,-0.1600,5.049
18.992333,-0.1600,4.965
18.997321,-0.1600,5.007
19.002304,-0.1400,4.954
19.007289,-0.1600,5.015
19.012277,-0.1400,4.958
19.017280,-0.1600,5.004
19.022284,-0.1600,5.000
19.033753,-0.1400,17.938
19.045222,-0.1400,4.994
19.050240,-0.1400,5.036
19.055259,-0.1400,4.997
19.060261,-0.1400,5.003
19.065257,-0.1400,4.983
19.070258,-0.1400,5.003
19.075235,-0.1400,4.944
19.080204,-0.1400,4.988
19.085230,-0.1400,5.058
19.090253,-0.1200,4.941
19.095199,-0.1200,4.948
19.100178,-0.1200,5.003
19.105177,-0.1200,4.992
19.110207,-0.1200,5.021
19.115213,-0.1200,4.986
19.126190,-0.1400,16.968
19.137187,-0.1200,5.020
19.142202,-0.1200,5.006
19.147185,-0.1200,4.956
19.152165,-0.1000,4.999
19.157671,-0.1000,6.007
19.163164,-0.1000,4.973
19.168156,-0.1000,5.006
19.173168,-0.1000,5.012
19.178160,-0.1000,4.967
19.183146,-0.1200,4.999
19.188163,-0.1200,5.030
19.193155,-0.1200,4.950
19.198129,-0.1200,4.993
19.203128,-0.1000,4.998
19.208148,-0.1000,5.039
19.213154,-0.1000,4.964
19.224125,-0.1000,16.973
19.235132,-0.1000,5.035
19.240156,-0.1000,5.011
19.245150,-0.1000,4.974
19.250145,-0.1000,5.000
19.255117,-0.1000,4.939
19.260096,-0.1200,5.015
19.265120,-0.1200,5.029
19.270134,-0.1200,4.995
19.275122,-0.1200,4.979
19.280092,-0.1200,4.956
19.285088,-0.1200,5.029
19.290083,-0.1200,4.957
19.295069,-0.1200,5.008
19.300089,-0.1200,5.029
19.305108,-0.1200,5.005
19.316572,-0.1200,17.918
19.328067,-0.1200,5.066
19.333081,-0.1200,4.917
19.338061,-0.1400,5.037
19.343083,-0.1400,5.004
19.348084,-0.1400,4.990
19.353066,-0.1400,4.973
19.358038,-0.1400,4.968
19.363024,-0.1400,4.998
19.368018,-0.1600,4.987
19.373042,-0.1400,5.056
19.378065,-0.1400,4.985
19.383040,-0.1600,4.959
19.388009,-0.1600,4.974
19.393016,-0.1600,5.033
19.398020,-0.1600,4.968
19.415001,-0.1600,28.987
19.432042,-0.1600,5.088
19.437071,-0.1600,4.965
19.442019,-0.1600,4.927
19.446982,-0.1800,4.995
19.451995,-0.1800,5.026
19.457009,-0.1600,4.997
19.462018,-0.1600,5.017
19.467014,-0.1600,4.970
19.471992,-0.1600,4.983
19.476970,-0.1600,4.969
19.481980,-0.1600,5.046
19.486991,-0.1600,4.972
19.491982,-0.1600,5.004
19.503469,-0.1800,17.964
19.514933,-0.1800,4.957
19.519922,-0.1800,5.015
19.525229,-0.1800,5.592
19.530220,-0.1800,4.382
19.534914,-0.1800,4.998
19.541439,-0.1800,8.044
19.547439,-0.1800,3.946
19.551914,-0.1800,4.996
19.556921,-0.1600,5.012
19.562071,-0.1600,5.278
19.567049,-0.1600,4.670
19.571905,-0.1600,5.035
19.576932,-0.1600,5.013
19.581900,-0.1600,4.916
19.587382,-0.1600,6.044
19.598921,-0.1600,17.028
19.609928,-0.1600,4.982
19.614907,-0.1600,4.939
19.619891,-0.1600,5.024
19.624891,-0.1400,4.971
19.629893,-0.1600,5.028
19.634899,-0.1600,4.978
19.639865,-0.1400,4.950
19.644872,-0.1600,5.055
19.649895,-0.1400,4.986
19.654886,-0.1400,4.991
19.659886,-0.1600,5.004
19.664869,-0.1600,4.958
19.669862,-0.1600,5.023
19.674846,-0.1400,4.941
19.679836,-0.1400,5.033
19.691330,-0.1400,17.951
19.702841,-0.1400,5.063
19.707874,-0.1400,4.994
19.712839,-0.1400,4.932
19.717854,-0.1400,5.091
19.722834,-0.1400,4.865
19.727768,-0.1400,4.992
19.732826,-0.1400,5.077
19.737855,-0.1400,4.936
19.742810,-0.1400,4.971
19.747787,-0.1400,4.979
19.752790,-0.1400,5.023
19.757804,-0.1400,5.001
19.762798,-0.1400,4.984
19.767779,-0.1400,4.970
19.772773,-0.1400,5.011
19.784285,-0.1400,18.008
19.795767,-0.1400,4.949
19.800766,-0.1400,5.045
19.805800,-0.1400,5.019
19.810793,-0.1400,4.962
19.815763,-0.1400,4.975
19.820754,-0.1600,5.004
19.825754,-0.1600,4.992
19.830747,-0.1600,4.984
19.835739,-0.1600,4.962
19.840716,-0.1600,4.990
19.845709,-0.1400,4.991
19.850718,-0.1400,5.024
19.855722,-0.1600,4.979
19.860713,-0.1600,5.000
19.865711,-0.1600,4.992
19.876715,-0.1600,17.013
19.887724,-0.1600,4.999
19.892712,-0.1600,4.942
19.897675,-0.1600,4.978
19.902670,-0.1600,5.004
19.908176,-0.1800,6.003
19.913653,-0.1600,4.944
19.918640,-0.1600,5.028
19.923660,-0.1600,5.009
19.928646,-0.1600,4.959
19.933646,-0.1600,5.037
19.938667,-0.1600,4.962
19.943649,-0.1600,4.999
19.948639,-0.1600,4.976
19.953626,-0.1600,4.991
19.958625,-0.1800,5.001
19.963629,-0.1600,5.000
19.974630,-0.1600,16.996
19.985615,-0.1600,4.969
19.990601,-0.1800,5.000
19.995590,-0.1800,4.975
20.000611,-0.1800,5.061
20.005633,-0.1600,4.976
20.010632,-0.1600,5.020
20.015621,-0.1800,4.951
20.020580,-0.1800,4.965
20.025592,-0.1800,5.055
20.030627,-0.1800,5.008
20.036121,-0.1800,5.931
20.041562,-0.2000,4.949
20.046572,-0.2000,5.065
20.051598,-0.2000,4.943
20.056564,-0.1800,4.988
20.067559,-0.2000,16.996
20.078561,-0.2000,5.001
20.083557,-0.1800,4.984
20.088559,-0.2000,5.016
20.093546,-0.2000,4.956
20.098539,-0.2000,5.023
20.103537,-0.2000,4.968
20.108511,-0.2000,4.978
20.113515,-0.1800,5.024
20.118530,-0.1800,5.004
20.123521,-0.1800,4.972
20.128517,-0.2000,5.016
20.133527,-0.2000,4.999
20.138513,-0.2000,4.970
20.143515,-0.2000,5.030
20.148527,-0.2000,4.989
20.160014,-0.2000,17.982
20.171529,-0.2000,5.012
20.176537,-0.2000,5.000
20.181521,-0.2000,4.962
20.186506,-0.2000,5.001
20.191497,-0.1800,4.977
20.196503,-0.1800,5.029
20.201522,-0.1800,5.004
20.206526,-0.1800,5.000
20.211537,-0.1800,5.017
20.216550,-0.1800,4.955
20.221530,-0.1600,5.003
20.226510,-0.1600,4.954
20.231500,-0.1600,5.019
20.236519,-0.1600,5.015
20.241499,-0.1600,4.941
20.252947,-0.1600,17.949
20.264485,-0.1400,5.083
20.269479,-0.1400,4.899
20.274430,-0.1400,5.000
20.279418,-0.1400,4.970
20.284418,-0.1400,5.023
20.289411,-0.1400,4.959
20.294397,-0.1400,5.007
20.299413,-0.1400,5.019
20.304407,-0.1400,4.966
20.309401,-0.1200,5.015
20.314375,-0.1200,4.927
20.319345,-0.1200,5.009
20.324378,-0.1400,5.052
20.329389,-0.1200,4.964
20.334369,-0.1200,4.990
20.345384,-0.1000,17.037
20.356389,-0.1200,4.970
20.361372,-0.1200,4.992
20.366373,-0.1200,5.005
20.371364,-0.1200,4.973
20.376364,-0.1200,5.023
20.381361,-0.1400,4.965
20.386346,-0.1200,5.000
20.391354,-0.1200,5.012
20.396363,-0.1200,5.002
20.401371,-0.1200,5.006
20.406379,-0.1200,5.008
20.411384,-0.1200,4.999
20.416388,-0.1200,5.003
20.421388,-0.1200,4.993
20.426355,-0.1400,4.938
20.431339,-0.1400,5.023
20.442840,-0.1400,17.976
20.454343,-0.1400,5.025
20.459353,-0.1400,4.992
20.464352,-0.1400,5.001
20.469345,-0.1400,4.983
20.474334,-0.1400,4.992
20.479321,-0.1400,4.978
20.484303,-0.1400,4.982
20.489290,-0.1400,4.987
20.494297,-0.1400,5.023
20.499338,-0.1400,5.056
20.504319,-0.1400,4.894
20.509304,-0.1400,5.071
20.514314,-0.1400,4.943
20.519313,-0.1400,5.010
20.524300,-0.1600,4.930
20.535791,-0.1400,18.049
20.547292,-0.1400,4.947
20.552292,-0.1400,5.045
20.557284,-0.1400,4.934
20.562245,-0.1400,4.980
20.567263,-0.1400,5.051
20.572278,-0.1400,4.972
20.577275,-0.1400,5.018
20.582277,-0.1400,4.981
20.587265,-0.1400,4.989
20.592250,-0.1400,4.976
20.597233,-0.1400,4.986
20.602245,-0.1400,5.032
20.607262,-0.1400,4.997
20.612240,-0.1400,4.956
20.617224,-0.1400,5.005
20.628217,-0.1400,16.976
20.639250,-0.1400,5.057
20.644238,-0.1400,4.915
20.649217,-0.1400,5.037
20.654211,-0.1200,4.946
20.659710,-0.1400,6.050
20.665238,-0.1400,4.999
20.670202,-0.1400,4.924
20.675175,-0.1400,5.020
20.680197,-0.1400,5.019
20.685207,-0.1400,4.999
20.690187,-0.1400,4.960
20.695186,-0.1400,5.031
20.700191,-0.1400,4.974
20.705181,-0.1200,4.992
20.710194,-0.1400,5.029
20.721180,-0.1400,16.936
20.732206,-0.1400,5.112
20.737208,-0.1400,4.886
20.742175,-0.1200,5.042
20.747195,-0.1200,4.989
20.752170,-0.1200,4.957
20.757169,-0.1200,5.037
20.762187,-0.1000,4.994
20.767172,-0.1200,4.971
20.772160,-0.1000,5.001
20.777144,-0.1200,4.963
20.782141,-0.1200,5.024
20.787140,-0.1200,4.971
20.792146,-0.1000,5.040
20.797150,-0.1000,4.963
20.802148,-0.1000,5.027
20.813633,-0.1000,17.936
20.825113,-0.1000,5.019
20.830128,-0.1200,5.003
20.835137,-0.1200,5.011
20.840124,-0.1200,4.959
20.845105,-0.1200,4.997
20.850104,-0.1200,4.995
20.855101,-0.1200,4.994
20.860140,-0.1400,5.081
20.865146,-0.1400,4.921
20.870108,-0.1200,5.002
20.875091,-0.1400,4.960
20.880089,-0.1400,5.031
20.885105,-0.1400,4.998
20.890103,-0.1400,4.992
20.895107,-0.1400,5.014
20.900113,-0.1400,4.994
20.911089,-0.1400,16.952
20.922086,-0.1400,5.011
20.927093,-0.1400,4.998
20.932087,-0.1400,4.984
20.937073,-0.1400,4.985
20.942072,-0.1400,5.008
20.947071,-0.1400,4.985
20.952054,-0.1400,4.975
20.957028,-0.1400,4.967
20.962014,-0.1400,5.002
20.967516,-0.1400,5.996
20.973035,-0.1600,5.036
20.978045,-0.1400,4.981
20.983042,-0.1400,5.008
20.988038,-0.1400,4.980
20.993044,-0.1400,5.016
21.004054,-0.1400,16.960
21.015047,-0.1400,5.018
21.020049,-0.1400,4.984
21.025054,-0.1600,5.022
21.030019,-0.1400,4.906
21.034997,-0.1400,5.042
21.040009,-0.1400,4.979
21.045001,-0.1400,5.003
21.050000,-0.1400,4.990
21.055002,-0.1400,5.009
21.060000,-0.1400,4.983
21.064999,-0.1400,5.009
21.070012,-0.1400,5.013
21.074983,-0.1400,4.926
21.079952,-0.1400,5.005
21.084952,-0.1400,4.990
21.096467,-0.1400,18.036
21.107973,-0.1400,4.936
21.118836,-0.1600,16.783
21.135802,-0.1400,17.138
21.146403,-0.1600,4.053
21.150921,-0.1400,4.976
21.155936,-0.1400,5.050
21.160946,-0.1400,4.964
21.165927,-0.1400,4.994
21.170934,-0.1200,5.013
21.175921,-0.1400,4.958
21.180915,-0.1400,5.024
21.191906,-0.1400,16.954
21.202905,-0.1400,5.018
21.207899,-0.1400,4.965
21.212882,-0.1400,4.997
21.217879,-0.1400,4.993
21.223383,-0.1400,6.010
21.228901,-0.1400,5.019
21.233913,-0.1400,4.994
21.238942,-0.1400,5.061
21.243930,-0.1400,4.906
21.248886,-0.1400,5.001
21.253887,-0.1400,4.998
21.258865,-0.1400,4.956
21.263870,-0.1400,5.008
21.268876,-0.1400,5.003
21.273879,-0.1400,4.999
21.284854,-0.1600,16.948
21.295829,-0.1600,4.994
21.300830,-0.1600,5.003
21.305841,-0.1600,5.014
21.310828,-0.1600,4.956
21.315800,-0.1600,4.981
21.320825,-0.1600,5.063
21.325848,-0.1600,4.979
21.330807,-0.1600,4.933
21.335786,-0.1600,5.021
21.340797,-0.1600,4.997
21.345840,-0.1600,5.084
21.351325,-0.1600,5.879
21.356781,-0.1600,5.027
21.361808,-0.1600,5.024
21.366793,-0.1600,4.943
21.377786,-0.1600,17.039
21.388806,-0.1600,4.996
21.393802,-0.1600,4.992
21.398782,-0.1600,4.960
21.403768,-0.1600,5.005
21.408787,-0.1400,5.029
21.413789,-0.1400,4.969
21.418754,-0.1400,4.959
21.423751,-0.1400,5.029
21.428763,-0.1400,4.990
21.433745,-0.1400,4.966
21.438733,-0.1400,5.004
21.443807,-0.1400,5.141
21.448830,-0.1400,4.897
21.453779,-0.1400,5.000
21.458749,-0.1400,4.934
21.470235,-0.1400,17.994
21.481736,-0.1400,5.002
21.486738,-0.1200,4.998
21.491739,-0.1200,5.002
21.496742,-0.1400,4.986
21.501721,-0.1400,4.967
21.506688,-0.1400,4.962
21.511668,-0.1400,4.992
21.516669,-0.1400,5.003
21.521676,-0.1400,5.003
21.526676,-0.1400,4.991
21.531692,-0.1400,5.037
21.536684,-0.1400,4.943
21.541674,-0.1400,5.032
21.546668,-0.1400,4.950
21.551640,-0.1400,4.987
21.556631,-0.1400,4.991
21.568126,-0.1400,17.992
21.579617,-0.1400,4.985
21.584628,-0.1400,5.034
21.589661,-0.1600,5.023
21.594662,-0.1600,4.975
21.599635,-0.1600,4.967
21.604645,-0.1600,5.009
21.609651,-0.1600,4.999
21.614650,-0.1600,4.992
21.619644,-0.1600,4.993
21.624606,-0.1600,4.929
21.629566,-0.1600,4.988
