# device: DFS-X 100N 0000009261 3.07 (pre-tare, resting)
# horizon: fixed horizon, 25 s
t_s,force_N,latency_ms
0.000000,-0.1600,16.427
0.010691,-0.1600,4.946
0.015665,-0.1600,5.000
0.020689,-0.1600,5.044
0.025688,-0.1600,4.949
0.030641,-0.1600,4.953
0.035637,-0.1600,5.030
0.040628,-0.1600,4.947
0.045624,-0.1600,5.041
0.050651,-0.1600,5.008
0.055662,-0.1600,5.004
0.060675,-0.1600,4.978
0.065638,-0.1400,4.945
0.070613,-0.1400,5.001
0.075625,-0.1400,5.020
0.080662,-0.1400,5.049
0.085643,-0.1600,4.881
0.097111,-0.1600,18.051
0.108654,-0.1400,5.029
0.113731,-0.1600,5.121
0.118710,-0.1400,4.828
0.123617,-0.1400,4.952
0.128596,-0.1400,5.006
0.133589,-0.1400,4.973
0.138591,-0.1200,5.025
0.143577,-0.1400,4.943
0.148557,-0.1400,5.013
0.153601,-0.1200,5.030
0.158614,-0.1200,4.993
0.163570,-0.1200,4.916
0.168533,-0.1400,5.004
0.173571,-0.1200,5.067
0.178612,-0.1400,5.010
0.190073,-0.1400,17.906
0.201623,-0.1400,5.190
0.206654,-0.1400,4.867
0.211570,-0.1400,4.922
0.216536,-0.1400,5.006
0.221542,-0.1400,4.999
0.226550,-0.1400,5.011
0.231574,-0.1600,5.033
0.236560,-0.1600,4.935
0.241535,-0.1600,5.009
0.246541,-0.1600,5.000
0.251540,-0.1600,4.993
0.256545,-0.1600,4.971
0.261530,-0.1600,4.998
0.266503,-0.1600,4.945
0.271504,-0.1600,5.050
0.283030,-0.1600,17.998
0.294525,-0.1600,4.988
0.299501,-0.1600,4.953
0.304480,-0.1600,4.999
0.309495,-0.1800,5.027
0.314512,-0.1800,5.002
0.319499,-0.1800,4.966
0.324512,-0.1600,5.056
0.329528,-0.1600,4.972
0.334499,-0.1800,4.964
0.339498,-0.1800,5.028
0.344512,-0.1800,4.997
0.349527,-0.1800,5.026
0.354542,-0.1600,4.889
0.359485,-0.1600,4.995
0.364565,-0.1600,5.122
0.375549,-0.1600,16.832
0.386451,-0.1600,4.967
0.391475,-0.1600,5.078
0.396477,-0.1600,4.921
0.401413,-0.1600,4.947
0.406415,-0.1600,5.053
0.411430,-0.1600,4.973
0.416936,-0.1600,6.036
0.422418,-0.1600,4.925
0.427397,-0.1600,5.028
0.432415,-0.1600,5.005
0.437388,-0.1600,4.936
0.442377,-0.1600,4.990
0.447397,-0.1600,5.043
0.452417,-0.1600,4.989
0.457395,-0.1400,4.935
0.468383,-0.1400,17.036
0.479401,-0.1400,4.995
0.484404,-0.1400,5.007
0.489412,-0.1400,4.975
0.494401,-0.1200,4.999
0.499368,-0.1200,4.934
0.504337,-0.1200,4.972
0.509338,-0.1400,5.022
0.514372,-0.1400,5.043
0.519358,-0.1400,4.920
0.524344,-0.1400,5.050
0.529344,-0.1400,4.945
0.534324,-0.1400,5.000
0.539352,-0.1400,5.049
0.544389,-0.1400,5.021
0.549371,-0.1400,4.939
0.554359,-0.1400,4.994
0.565846,-0.1200,17.978
0.577331,-0.1200,4.988
0.582330,-0.1200,5.006
0.587334,-0.1200,4.996
0.592313,-0.1200,4.958
0.597298,-0.1200,5.005
0.602310,-0.1200,5.012
0.607305,-0.1200,4.978
0.612308,-0.1200,5.020
0.617300,-0.1200,4.960
0.622300,-0.1200,5.037
0.627327,-0.1200,5.006
0.632321,-0.1200,4.980
0.637286,-0.1400,4.944
0.642278,-0.1400,5.034
0.647288,-0.1400,4.983
0.658762,-0.1400,17.959
0.670246,-0.1400,5.004
0.675270,-0.1400,5.038
0.680271,-0.1400,4.959
0.685300,-0.1400,5.092
0.690315,-0.1400,4.933
0.695268,-0.1200,4.968
0.700229,-0.1200,4.951
0.705220,-0.1200,5.025
0.710234,-0.1200,4.998
0.715238,-0.1400,5.008
0.720236,-0.1200,4.982
0.725253,-0.1400,5.049
0.730261,-0.1200,4.965
0.735254,-0.1200,5.014
0.740256,-0.1200,4.982
0.751239,-0.1200,16.977
0.762256,-0.1200,5.051
0.767233,-0.1000,4.897
0.772186,-0.1200,5.004
0.777197,-0.1200,5.010
0.782191,-0.1200,4.973
0.787229,-0.1200,5.092
0.792246,-0.1400,4.932
0.797206,-0.1200,4.982
0.802191,-0.1200,4.982
0.807183,-0.1200,4.996
0.812180,-0.1200,4.996
0.817210,-0.1200,5.059
0.822228,-0.1000,4.926
0.827190,-0.1000,4.995
0.832191,-0.1000,5.004
0.843694,-0.1000,17.995
0.855177,-0.1000,4.963
0.860177,-0.1200,5.031
0.865224,-0.1400,5.053
0.870209,-0.1400,4.910
0.875170,-0.1400,5.008
0.880144,-0.1200,4.938
0.885154,-0.1200,5.077
0.890190,-0.1200,4.948
0.895143,-0.1200,4.952
0.900146,-0.1400,5.050
0.905141,-0.1400,4.936
0.910109,-0.1400,4.997
0.915125,-0.1400,5.031
0.920150,-0.1400,5.015
0.925150,-0.1600,4.981
0.930167,-0.1600,5.048
0.941136,-0.1600,16.883
0.952111,-0.1600,5.059
0.957130,-0.1400,4.976
0.962098,-0.1600,4.955
0.967093,-0.1600,5.032
0.972610,-0.1400,5.996
0.978108,-0.1400,4.998
0.983089,-0.1400,4.961
0.988077,-0.1400,5.009
0.993069,-0.1400,4.972
0.998066,-0.1400,5.012
1.003065,-0.1400,4.978
1.008045,-0.1400,4.978
1.013040,-0.1400,5.007
1.018050,-0.1400,5.010
1.023072,-0.1200,5.029
1.034073,-0.1400,16.931
1.045055,-0.1200,5.030
1.050078,-0.1200,5.012
1.055089,-0.1200,5.002
1.060073,-0.1200,4.919
1.065074,-0.1400,5.080
1.070080,-0.1400,4.928
1.075079,-0.1400,5.068
1.080096,-0.1400,4.962
1.085047,-0.1400,4.932
1.090033,-0.1400,5.035
1.095048,-0.1400,4.991
1.100045,-0.1400,4.999
1.105028,-0.1400,4.963
1.110013,-0.1400,5.003
1.115039,-0.1400,5.045
1.126575,-0.1400,17.989
1.138044,-0.1400,4.941
1.143101,-0.1400,5.168
1.148106,-0.1400,4.838
1.153022,-0.1400,4.985
1.158018,-0.1400,5.005
1.163006,-0.1200,4.960
1.167996,-0.1200,5.015
1.172997,-0.1400,4.979
1.177996,-0.1400,5.015
1.183002,-0.1400,4.992
1.187995,-0.1400,4.992
1.192980,-0.1400,4.973
1.197989,-0.1400,4.999
1.203000,-0.1600,4.980
1.207988,-0.1400,4.992
1.219450,-0.1400,17.928
1.230961,-0.1400,5.087
1.235972,-0.1600,4.930
1.240950,-0.1600,5.021
1.245992,-0.1600,5.055
1.250974,-0.1400,4.903
1.255934,-0.1600,5.012
1.260933,-0.1600,4.984
1.265944,-0.1600,5.031
1.270949,-0.1400,4.975
1.275949,-0.1400,5.021
1.280968,-0.1600,4.960
1.285944,-0.1600,4.988
1.290941,-0.1600,5.000
1.295942,-0.1400,5.000
1.300940,-0.1400,4.993
1.311936,-0.1600,16.994
1.322919,-0.1600,4.964
1.327906,-0.1600,5.006
1.332920,-0.1600,5.018
1.337911,-0.1600,4.960
1.342904,-0.1600,4.984
1.348412,-0.1600,6.018
1.353921,-0.1600,4.994
1.358911,-0.1600,4.981
1.363890,-0.1600,4.973
1.378456,-0.1600,24.151
1.399115,-0.1400,17.156
1.412020,-0.1400,8.645
1.418830,-0.1400,4.964
1.423850,-0.1400,5.069
1.428888,-0.1400,4.969
1.433873,-0.1400,4.996
1.438854,-0.1400,4.962
1.443860,-0.1400,5.041
1.448881,-0.1600,4.996
1.453855,-0.1600,4.947
1.458843,-0.1600,5.023
1.463832,-0.1600,4.950
1.468834,-0.1600,5.045
1.473834,-0.1600,4.946
1.478801,-0.1600,4.984
1.483793,-0.1600,4.995
1.488788,-0.1600,4.989
1.500300,-0.1400,18.031
1.511817,-0.1400,4.998
1.516890,-0.1400,5.143
1.521877,-0.1400,4.821
1.526792,-0.1400,5.004
1.531780,-0.1400,4.965
1.536783,-0.1400,5.035
1.541800,-0.1600,4.995
1.546780,-0.1400,4.962
1.551777,-0.1400,5.025
1.556790,-0.1600,4.998
1.561794,-0.1600,5.005
1.566797,-0.1600,4.997
1.571794,-0.1400,4.991
1.576789,-0.1400,4.939
1.581760,-0.1600,4.997
1.593262,-0.1400,18.002
1.604759,-0.1400,4.985
1.609749,-0.1400,4.994
1.614732,-0.1400,4.966
1.619738,-0.1400,5.004
1.624736,-0.1400,4.989
1.629732,-0.1400,4.966
1.634732,-0.1400,5.029
1.639733,-0.1400,4.970
1.644716,-0.1600,4.985
1.649734,-0.1600,5.048
1.654725,-0.1600,4.929
1.659703,-0.1600,5.024
1.664715,-0.1600,4.997
1.669678,-0.1600,4.926
1.674672,-0.1600,5.056
1.679697,-0.1600,4.991
1.690702,-0.1600,17.017
1.701672,-0.1600,4.915
1.706655,-0.1600,5.044
1.712180,-0.1600,5.965
1.717664,-0.1600,4.961
1.722673,-0.1600,5.052
1.727672,-0.1600,4.936
1.732644,-0.1600,5.005
1.737680,-0.1600,5.030
1.742676,-0.1600,4.917
1.747692,-0.1600,5.111
1.752703,-0.1600,4.905
1.757653,-0.1600,4.991
1.762646,-0.1600,4.991
1.767653,-0.1600,5.021
1.772665,-0.1600,4.947
1.783638,-0.1600,16.996
1.794647,-0.1600,5.015
1.799646,-0.1600,4.976
1.804622,-0.1600,4.972
1.809610,-0.1600,4.999
1.814599,-0.1600,4.968
1.819588,-0.1400,4.999
1.824617,-0.1400,5.053
1.829624,-0.1400,4.955
1.834603,-0.1400,4.997
1.839612,-0.1400,4.984
1.844625,-0.1400,5.035
1.850097,-0.1400,5.905
1.855554,-0.1400,5.006
1.860572,-0.1400,5.024
1.865592,-0.1400,5.012
1.876601,-0.1400,17.001
1.887569,-0.1400,4.932
1.892554,-0.1400,5.034
1.897575,-0.1400,5.006
1.902584,-0.1400,4.970
1.907573,-0.1600,5.005
1.912573,-0.1600,4.992
1.917569,-0.1600,4.999
1.922571,-0.1600,4.999
1.927535,-0.1600,4.926
1.932539,-0.1600,5.078
1.937585,-0.1600,4.976
1.942540,-0.1600,4.930
1.947512,-0.1600,5.004
1.952537,-0.1600,5.039
1.957547,-0.1600,4.975
1.969039,-0.1600,18.008
1.980538,-0.1600,4.950
1.985526,-0.1600,5.019
1.990528,-0.1400,4.982
1.995511,-0.1400,4.979
2.000491,-0.1600,4.980
2.005507,-0.1600,5.045
2.010546,-0.1600,5.028
2.015522,-0.1600,4.920
2.020498,-0.1800,5.029
2.025514,-0.1800,4.999
2.030518,-0.1800,5.004
2.035518,-0.1800,4.994
2.040490,-0.2000,4.947
2.045476,-0.2000,5.020
2.050507,-0.1800,5.037
2.062024,-0.2000,17.992
2.073543,-0.1800,5.001
2.078531,-0.1800,4.972
2.083496,-0.1600,4.953
2.088493,-0.1600,4.995
2.093495,-0.1600,5.005
2.098500,-0.1600,5.001
2.103508,-0.1600,5.008
2.108510,-0.1600,4.992
2.113509,-0.1600,5.004
2.118510,-0.1600,4.995
2.123509,-0.1600,4.997
2.128465,-0.1600,4.912
2.133425,-0.1400,5.005
2.138467,-0.1400,5.075
2.143504,-0.1400,4.993
2.148471,-0.1400,4.937
2.159472,-0.1400,17.061
2.170961,-0.1600,5.910
2.176417,-0.1600,5.002
2.181414,-0.1400,4.988
2.186395,-0.1400,4.968
2.191388,-0.1400,5.012
2.196439,-0.1400,5.044
2.201443,-0.1400,4.960
2.206393,-0.1200,4.933
2.211374,-0.1200,4.985
2.216378,-0.1200,5.018
2.221393,-0.1000,5.010
2.226419,-0.1200,5.036
2.231400,-0.1200,4.924
2.236377,-0.1400,5.025
2.241392,-0.1400,5.001
2.252364,-0.1400,16.942
2.263348,-0.1400,5.020
2.268375,-0.1400,5.025
2.273370,-0.1400,4.954
2.278368,-0.1400,5.037
2.283376,-0.1400,4.974
2.288404,-0.1400,5.077
2.293397,-0.1400,4.901
2.298842,-0.1400,5.943
2.304327,-0.1400,4.980
2.309349,-0.1400,5.022
2.314335,-0.1400,4.948
2.319351,-0.1400,5.030
2.324345,-0.1600,4.950
2.329318,-0.1600,4.993
2.334309,-0.1600,4.985
2.345307,-0.1600,16.998
2.356288,-0.1600,4.956
2.361291,-0.1600,5.047
2.366289,-0.1600,4.945
2.371277,-0.1600,5.026
2.376290,-0.1600,4.996
2.381315,-0.1600,5.051
2.386304,-0.1600,4.922
2.391269,-0.1600,5.005
2.396272,-0.1800,4.999
2.401260,-0.1800,4.973
2.406225,-0.1800,4.954
2.411220,-0.1800,5.031
2.416241,-0.1600,5.007
2.421724,-0.1600,5.953
2.427222,-0.1600,5.039
2.438237,-0.1600,16.990
2.449239,-0.1600,5.009
2.454257,-0.1600,4.982
2.459259,-0.1600,5.018
2.464264,-0.1600,4.945
2.469240,-0.1600,5.002
2.474211,-0.1600,4.935
2.479209,-0.1800,5.060
2.484230,-0.1800,4.977
2.489210,-0.1800,4.981
2.494213,-0.1800,5.021
2.499222,-0.1800,4.993
2.504220,-0.1800,4.999
2.509185,-0.1800,4.929
2.514184,-0.1600,5.027
2.519186,-0.1600,4.973
2.530664,-0.1600,17.980
2.542185,-0.1600,5.055
2.547186,-0.1600,4.942
2.552162,-0.1600,5.003
2.557180,-0.1400,5.028
2.562203,-0.1600,5.011
2.567188,-0.1600,4.954
2.572129,-0.1600,4.921
2.577107,-0.1600,5.030
2.582134,-0.1600,5.017
2.587151,-0.1600,5.011
2.592160,-0.1600,5.002
2.597157,-0.1400,4.991
2.602143,-0.1400,4.975
2.607145,-0.1400,5.024
2.612151,-0.1400,4.983
2.617156,-0.1400,5.023
2.628666,-0.1400,17.991
2.640166,-0.1400,4.970
2.645144,-0.1400,4.982
2.650138,-0.1400,5.000
2.655117,-0.1400,4.952
2.660101,-0.1400,5.014
2.665111,-0.1400,4.999
2.670113,-0.1400,4.992
2.675105,-0.1400,4.992
2.680083,-0.1400,4.959
2.685086,-0.1400,5.043
2.690102,-0.1400,4.975
2.695076,-0.1400,4.966
2.700058,-0.1400,4.991
2.705072,-0.1400,5.031
2.710079,-0.1600,4.977
2.721061,-0.1600,16.983
2.732571,-0.1600,6.030
2.738058,-0.1600,4.938
2.743029,-0.1600,4.998
2.748046,-0.1600,5.033
2.753037,-0.1600,4.943
2.758018,-0.1600,5.014
2.763028,-0.1600,4.955
2.768020,-0.1600,5.026
2.773038,-0.1600,5.003
2.778048,-0.1600,5.011
2.783027,-0.1800,4.943
2.788010,-0.1800,5.016
2.793025,-0.1800,5.011
2.798031,-0.1800,4.997
2.803017,-0.1800,4.971
2.814020,-0.1800,17.031
2.825524,-0.1800,5.971
2.830997,-0.1800,4.974
2.836005,-0.1800,5.037
2.841016,-0.1600,4.979
2.845990,-0.1600,4.965
2.850974,-0.1600,4.999
2.855985,-0.1800,5.017
2.860989,-0.1800,4.989
2.865969,-0.1800,4.967
2.871002,-0.1600,5.094
2.876003,-0.1600,4.902
2.880977,-0.1800,5.003
2.885967,-0.1600,4.934
2.890938,-0.1600,5.003
2.895965,-0.1600,5.047
2.906948,-0.1400,16.916
2.917912,-0.1400,4.999
2.922917,-0.1400,5.007
2.927932,-0.1400,5.017
2.932947,-0.1400,5.009
2.937957,-0.1400,5.006
2.942947,-0.1600,4.970
2.947938,-0.1600,5.007
2.952932,-0.1600,4.977
2.957890,-0.1600,4.933
2.962913,-0.1400,5.109
2.967930,-0.1400,4.920
2.972895,-0.1400,5.005
2.978392,-0.1600,5.985
2.983894,-0.1600,5.014
2.988918,-0.1600,5.027
2.999898,-0.1600,16.923
3.010860,-0.1600,4.996
3.015861,-0.1400,4.963
3.020874,-0.1400,5.022
3.025874,-0.1400,4.973
3.030878,-0.1400,5.025
3.035882,-0.1400,4.975
3.040870,-0.1400,4.991
3.045848,-0.1400,4.961
3.050826,-0.1400,4.994
3.055833,-0.1600,5.004
3.060821,-0.1600,4.968
3.065823,-0.1600,5.033
3.070840,-0.1600,4.997
3.075829,-0.1600,4.976
3.080833,-0.1600,5.029
3.085835,-0.1600,4.970
3.097330,-0.1600,18.016
3.108834,-0.1600,4.985
3.113844,-0.1600,5.034
3.118840,-0.1600,4.953
3.123817,-0.1600,4.997
3.128828,-0.1400,5.017
3.133801,-0.1400,4.923
3.138772,-0.1400,4.975
3.143788,-0.1400,5.006
3.148779,-0.1400,4.973
3.153783,-0.1200,5.026
3.158780,-0.1000,4.961
3.163778,-0.1000,5.032
3.168783,-0.1200,4.971
3.173769,-0.1200,4.998
3.178768,-0.1200,4.995
3.190259,-0.1200,17.983
3.201760,-0.1400,5.012
3.206776,-0.1400,4.971
3.211777,-0.1400,5.027
3.216766,-0.1200,4.948
3.221742,-0.1400,5.002
3.226714,-0.1400,4.937
3.231696,-0.1400,5.024
3.236700,-0.1400,4.977
3.241706,-0.1200,4.992
3.246705,-0.1200,5.003
3.251670,-0.1200,4.920
3.256663,-0.1200,5.064
3.261694,-0.1200,4.992
3.266681,-0.1400,4.970
3.271673,-0.1400,5.008
3.291422,-0.1400,34.482
3.310904,-0.1400,4.470
3.315619,-0.1600,4.954
3.320644,-0.1600,5.088
3.325659,-0.1400,4.934
3.330665,-0.1600,5.073
3.335668,-0.1600,4.928
3.340634,-0.1600,4.996
3.345613,-0.1600,4.959
3.350621,-0.1600,5.052
3.355635,-0.1600,4.969
3.360620,-0.1600,4.998
3.365597,-0.1600,4.950
3.377095,-0.1600,18.040
3.388632,-0.1600,4.995
3.393623,-0.1800,4.980
3.398600,-0.1600,4.972
3.403594,-0.1600,5.010
3.408605,-0.1600,5.006
3.413606,-0.1600,4.994
3.418584,-0.1600,4.956
3.423569,-0.1600,5.011
3.428574,-0.1600,4.998
3.433593,-0.1600,4.993
3.438582,-0.1800,4.979
3.443541,-0.1600,4.930
3.448536,-0.1600,5.056
3.453570,-0.1600,5.007
3.458579,-0.1600,5.009
3.469580,-0.1600,16.989
3.480570,-0.1600,4.947
3.485539,-0.1600,4.987
3.490536,-0.1800,5.005
3.495538,-0.1600,4.996
3.501026,-0.1600,5.977
3.506557,-0.1800,5.079
3.511597,-0.1800,4.996
3.516592,-0.1800,4.992
3.521554,-0.1800,4.926
3.526557,-0.1800,5.073
3.531543,-0.1800,4.894
3.536517,-0.1800,5.049
3.541527,-0.1800,4.965
3.546490,-0.1600,4.957
3.551493,-0.1600,5.041
3.562521,-0.1600,17.007
3.573522,-0.1600,4.988
3.578505,-0.1800,4.976
3.583486,-0.1800,4.981
3.588500,-0.1800,5.041
3.593519,-0.1800,4.994
3.598503,-0.1800,4.972
3.603504,-0.1800,5.024
3.608509,-0.1800,4.981
3.613490,-0.1800,4.976
3.618489,-0.1800,5.018
3.623484,-0.1800,4.970
3.628502,-0.1800,5.062
3.633542,-0.1800,4.973
3.638529,-0.1800,4.954
3.643517,-0.1800,5.018
3.648517,-0.1600,4.978
3.659987,-0.1600,17.958
3.671510,-0.1600,5.083
3.676520,-0.1600,4.931
3.681509,-0.1600,5.043
3.686520,-0.1600,4.975
3.691479,-0.1600,4.939
3.696478,-0.1600,5.053
3.701519,-0.1600,5.023
3.706495,-0.1600,4.922
3.711482,-0.1600,5.007
3.716467,-0.1600,4.919
3.721455,-0.1600,5.052
3.726455,-0.1600,4.940
3.731476,-0.1800,5.069
3.736460,-0.1800,4.895
3.741421,-0.1800,4.992
3.752926,-0.1600,17.979
3.764422,-0.1600,5.006
3.769427,-0.1600,4.991
3.774420,-0.1600,4.992
3.779396,-0.1800,4.957
3.784383,-0.1800,5.011
3.789407,-0.1800,5.030
3.794413,-0.1800,4.981
3.799402,-0.1800,4.994
3.804397,-0.1800,4.991
3.809388,-0.1800,4.988
3.814398,-0.1800,5.020
3.819388,-0.1800,4.953
3.824350,-0.1800,4.968
3.829357,-0.1800,5.042
3.834362,-0.1800,4.961
3.845845,-0.1600,18.000
3.857356,-0.1800,5.016
3.862368,-0.1600,5.004
3.867344,-0.1600,4.944
3.872341,-0.1800,5.001
3.877344,-0.1800,5.002
3.882354,-0.1600,5.016
3.887336,-0.1600,4.944
3.892329,-0.1600,5.034
3.897359,-0.1600,5.021
3.902332,-0.1600,4.919
3.907317,-0.1600,5.047
3.912335,-0.1600,4.985
3.917321,-0.1600,4.983
3.922318,-0.1600,5.006
3.927322,-0.1600,4.997
3.938782,-0.1600,17.914
3.950264,-0.1600,5.042
3.955286,-0.1600,4.997
3.960285,-0.1400,4.998
3.965267,-0.1600,4.959
3.970281,-0.1400,5.063
3.975295,-0.1400,4.960
3.980273,-0.1400,4.991
3.985281,-0.1400,5.020
3.990292,-0.1400,4.995
3.995275,-0.1400,4.969
4.000274,-0.1400,5.024
4.005288,-0.1400,5.001
4.010283,-0.1400,4.985
4.015290,-0.1600,5.024
4.020301,-0.1600,4.994
4.031286,-0.1600,16.971
4.042276,-0.1400,5.006
4.047747,-0.1400,5.928
4.053251,-0.1400,5.073
4.058291,-0.1400,5.004
4.063297,-0.1400,5.003
4.068264,-0.1600,4.926
4.073239,-0.1400,5.022
4.078275,-0.1400,5.008
4.083251,-0.1600,4.943
4.088214,-0.1600,4.978
4.093205,-0.1600,5.000
4.098241,-0.1600,5.067
4.103245,-0.1600,4.934
4.108227,-0.1600,5.024
4.113231,-0.1600,4.979
4.118246,-0.1600,5.012
4.129214,-0.1600,16.920
4.140181,-0.1600,5.008
4.145205,-0.1600,5.034
4.150220,-0.1600,4.994
4.155219,-0.1600,4.996
4.160219,-0.1600,5.001
4.165220,-0.1600,4.999
4.170210,-0.1600,4.974
4.175718,-0.1600,6.039
4.181209,-0.1600,4.938
4.186184,-0.1400,5.000
4.191185,-0.1400,4.998
4.196184,-0.1400,4.995
4.201192,-0.1400,5.014
4.206186,-0.1400,4.969
4.211161,-0.1400,4.977
4.222133,-0.1400,16.960
4.233135,-0.1400,5.038
4.238165,-0.1400,5.017
4.243173,-0.1400,4.997
4.248171,-0.1400,4.998
4.253157,-0.1400,4.967
4.258146,-0.1400,5.001
4.263155,-0.1200,5.014
4.268167,-0.1200,5.005
4.273155,-0.1200,4.967
4.278155,-0.1200,5.029
4.283156,-0.1200,4.970
4.288142,-0.1200,4.997
4.293138,-0.1200,4.990
4.298137,-0.1400,5.004
4.303143,-0.1400,5.003
4.314660,-0.1400,18.027
4.326152,-0.1400,4.909
4.331112,-0.1400,5.008
4.336104,-0.1400,4.971
4.341114,-0.1400,5.046
4.346105,-0.1400,4.931
4.351099,-0.1400,5.053
4.356110,-0.1400,4.966
4.361097,-0.1400,5.004
4.366097,-0.1600,4.994
4.371096,-0.1600,4.996
4.376095,-0.1400,4.999
4.381063,-0.1400,4.936
4.386066,-0.1600,5.063
4.391096,-0.1600,4.994
4.396107,-0.1400,5.022
4.407583,-0.1400,17.924
4.419049,-0.1400,5.004
4.424057,-0.1400,5.005
4.429110,-0.1400,5.097
4.434139,-0.1400,4.956
4.439096,-0.1400,4.951
4.444052,-0.1600,4.957
4.449054,-0.1600,5.000
4.454063,-0.1600,5.013
4.459035,-0.1600,4.927
4.464025,-0.1600,5.050
4.469048,-0.1600,4.992
4.474030,-0.1600,4.969
4.479052,-0.1600,5.071
4.484070,-0.1400,4.959
4.489024,-0.1400,4.946
4.500017,-0.1400,17.033
4.511032,-0.1400,4.959
4.516001,-0.1400,4.974
4.521006,-0.1400,5.031
4.526008,-0.1400,4.971
4.530996,-0.1400,5.001
4.535996,-0.1400,4.993
4.541009,-0.1400,5.026
4.545990,-0.1400,4.894
4.550977,-0.1400,5.069
4.556017,-0.1400,5.004
4.561020,-0.1400,4.954
4.566486,-0.1400,5.976
4.571969,-0.1400,4.978
4.576964,-0.1400,5.008
4.581969,-0.1400,4.997
4.586970,-0.1600,4.997
4.597955,-0.1400,16.966
4.608964,-0.1600,5.050
4.613955,-0.1400,4.928
4.618933,-0.1400,5.021
4.623950,-0.1400,5.009
4.628933,-0.1400,4.953
4.633915,-0.1400,5.005
4.638934,-0.1400,5.027
4.644000,-0.1600,5.103
4.648991,-0.1600,4.876
4.653937,-0.1600,5.012
4.658916,-0.1600,4.943
4.663906,-0.1600,5.034
4.668932,-0.1600,5.013
4.673918,-0.1600,4.957
4.678938,-0.1600,5.041
4.690418,-0.1600,17.912
4.701854,-0.1600,4.954
4.706839,-0.1600,5.011
4.711837,-0.1600,4.980
4.716833,-0.1600,5.007
4.721851,-0.1600,5.024
4.726856,-0.1800,4.946
4.731838,-0.1600,5.015
4.736881,-0.1600,5.067
4.741905,-0.1600,4.939
4.746887,-0.1600,5.013
4.751879,-0.1600,4.963
4.756853,-0.1600,4.977
4.761878,-0.1600,5.029
4.766881,-0.1600,4.972
4.771845,-0.1600,4.952
4.783334,-0.1600,18.021
4.794842,-0.1600,4.982
4.799836,-0.1600,5.001
4.804828,-0.1600,4.979
4.809852,-0.1600,5.065
4.814856,-0.1600,4.939
4.819814,-0.1800,4.970
4.824801,-0.1600,5.000
4.829802,-0.1600,4.996
4.834786,-0.1600,4.968
4.839770,-0.1600,4.995
4.844764,-0.1600,4.987
4.849777,-0.1600,5.033
4.854798,-0.1600,5.002
4.859832,-0.1600,5.064
4.864852,-0.1600,4.971
4.876347,-0.1600,17.971
4.887822,-0.1600,4.973
4.892829,-0.1600,5.036
4.897856,-0.1600,5.015
4.902833,-0.1600,4.926
4.907776,-0.1600,4.960
4.912761,-0.1600,5.005
4.917782,-0.1600,5.032
4.922811,-0.1600,5.016
4.927820,-0.1600,4.996
4.932810,-0.1600,4.982
4.937782,-0.1600,4.958
4.942776,-0.1600,5.024
4.947796,-0.1600,5.006
4.952782,-0.1600,4.916
4.957765,-0.1800,5.048
4.969262,-0.1800,17.941
4.980764,-0.1800,5.057
4.985752,-0.1800,4.915
4.990738,-0.1800,5.054
4.995762,-0.1800,4.989
5.000762,-0.1600,5.007
5.005778,-0.1600,4.976
5.010727,-0.1600,4.920
5.015710,-0.1600,5.041
5.020708,-0.1600,4.951
5.025702,-0.1600,5.028
5.030760,-0.1600,5.056
5.035761,-0.1600,4.942
5.040730,-0.1600,4.994
5.045728,-0.1600,4.961
5.050685,-0.1400,4.947
5.055673,-0.1400,5.024
5.066675,-0.1600,16.973
5.077676,-0.1600,5.023
5.083166,-0.1600,5.954
5.088655,-0.1600,5.016
5.093654,-0.1600,4.982
5.098648,-0.1600,4.998
5.103629,-0.1800,4.959
5.108627,-0.1600,5.031
5.113644,-0.1600,4.959
5.118659,-0.1600,5.064
5.123667,-0.1600,4.938
5.128653,-0.1600,5.032
5.133670,-0.1600,4.997
5.138672,-0.1600,5.001
5.143647,-0.1600,4.945
5.148640,-0.1400,4.994
5.159626,-0.1400,16.972
5.170610,-0.1400,4.989
5.175807,-0.1400,5.398
5.193543,-0.1400,30.067
5.211322,-0.1400,5.481
5.216562,-0.1400,4.992
5.221548,-0.1400,4.974
5.226568,-0.1400,5.060
5.231578,-0.1400,4.956
5.236558,-0.1400,4.997
5.241580,-0.1400,5.041
5.252602,-0.1400,16.999
5.263590,-0.1400,4.927
5.268572,-0.1400,4.992
5.273551,-0.1400,4.964
5.278564,-0.1400,5.049
5.283580,-0.1400,4.978
5.288584,-0.1400,5.023
5.293570,-0.1400,4.945
5.298526,-0.1600,4.961
5.304026,-0.1600,6.033
5.309543,-0.1600,4.997
5.314523,-0.1600,4.959
5.319523,-0.1600,5.025
5.324513,-0.1600,4.951
5.329509,-0.1600,5.037
5.334534,-0.1600,5.007
5.345504,-0.1600,16.929
5.356504,-0.1600,5.065
5.361546,-0.1600,4.972
5.366525,-0.1600,4.983
5.371511,-0.1600,4.983
5.376506,-0.1600,5.001
5.381496,-0.1600,4.976
5.386534,-0.1600,5.053
5.391523,-0.1600,4.922
5.396539,-0.1600,5.063
5.401535,-0.1600,4.890
5.406482,-0.1600,5.001
5.411509,-0.1600,5.050
5.416526,-0.1600,4.982
5.422019,-0.1600,5.998
5.427518,-0.1600,4.998
5.438519,-0.1600,17.001
5.449487,-0.1600,4.929
